1	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
2	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
3	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
4	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
5	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
6	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
7	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
8	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
9	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	
10	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0155162,-0.263039,0	
11	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.035443,-0.26133,0	
12	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0553695,-0.259618,0	
13	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0752961,-0.257905,0	
14	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0952227,-0.256193,0	
15	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.115149,-0.254481,0	
16	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.135076,-0.252769,0	
17	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.155002,-0.251057,0	
18	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.174929,-0.249344,0	
19	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.194856,-0.247632,0	
20	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.214782,-0.24592,0	
21	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.234709,-0.244208,0	
22	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.254635,-0.242496,0	
23	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.274562,-0.240784,0	
24	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.294488,-0.239071,0	
25	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.314415,-0.237359,0	
26	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.334342,-0.235647,0	
27	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.354268,-0.233935,0	
28	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.374195,-0.232223,0	
29	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.394121,-0.23051,0	
30	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.414048,-0.228798,0	
31	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.433974,-0.227086,0	
32	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.438387,-0.226707,0	
33	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.438387,-0.226707,0	
34	fb0	0,-1.18174,0	fb1	0.0141724,-0.856246,0	fb2	0.438387,-0.226707,0	
35	fb0	0,-1.18174,0	fb1	0.0323648,-0.847937,0	fb2	0.438387,-0.226707,0	
36	fb0	0,-1.18174,0	fb1	0.050556,-0.839626,0	fb2	0.438387,-0.226707,0	
37	fb0	0,-1.18174,0	fb1	0.0687472,-0.831314,0	fb2	0.438387,-0.226707,0	
38	fb0	0,-1.18174,0	fb1	0.0869384,-0.823003,0	fb2	0.438387,-0.226707,0	
39	fb0	0,-1.18174,0	fb1	0.10513,-0.814692,0	fb2	0.438387,-0.226707,0	
40	fb0	0,-1.18174,0	fb1	0.123321,-0.80638,0	fb2	0.438387,-0.226707,0	
41	fb0	0,-1.18174,0	fb1	0.141512,-0.798069,0	fb2	0.438387,-0.226707,0	
42	fb0	0,-1.18174,0	fb1	0.159703,-0.789757,0	fb2	0.438387,-0.226707,0	
43	fb0	0,-1.18174,0	fb1	0.177894,-0.781446,0	fb2	0.438387,-0.226707,0	
