fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	fb3	0,-0.396525,0	fb4	0,2.85156,0	fb5	0,-2.87068,0	fb6	0,0.374915,0	fb7	0,1.56737,0	fb8	0,1.93255,0	fb9	0,0.667836,0	
