1	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
2	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
3	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
4	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
5	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
6	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
7	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
8	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
9	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
10	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0155162,-0.263039,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
11	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.035443,-0.26133,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
12	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0553695,-0.259618,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
13	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0752961,-0.257905,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
14	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0952227,-0.256193,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
15	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.115149,-0.254481,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
16	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.135076,-0.252769,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
17	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.155002,-0.251057,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
18	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.174929,-0.249344,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
19	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.194856,-0.247632,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
20	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.214782,-0.24592,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
21	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.234709,-0.244208,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
22	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.254635,-0.242496,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
23	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.274562,-0.240784,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
24	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.294488,-0.239071,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
25	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.314415,-0.237359,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
26	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.334342,-0.235647,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
27	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.354268,-0.233935,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	
