1	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
2	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
3	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
4	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
5	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
6	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
7	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
8	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
9	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
10	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
11	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
12	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
13	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
14	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
15	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
16	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0,-0.417489,0	
17	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.0153078,-0.414636,0	
18	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.0349644,-0.410945,0	
19	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.0546205,-0.407252,0	
20	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.0742766,-0.40356,0	
21	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.0939327,-0.399867,0	
22	fb0	0,1.65555,0	fb1	0,-0.760667,0	fb2	0.113589,-0.396174,0	
