1	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
2	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
3	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
4	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
5	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
6	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
7	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
8	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0,0.249943,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
9	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0,-0.26435,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.0155333,0.248854,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
10	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0155162,-0.263039,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.0354825,0.247429,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
11	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.035443,-0.26133,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.0554315,0.246002,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
12	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0553695,-0.259618,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.0753805,0.244575,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
13	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0752961,-0.257905,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.0953295,0.243147,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
14	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.0952227,-0.256193,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.115279,0.24172,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
15	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.115149,-0.254481,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.135228,0.240293,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
16	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.135076,-0.252769,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.155177,0.238865,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
17	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.155002,-0.251057,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.175126,0.237438,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0,0.445224,0	fb9	0,-1.58787,0	
18	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.174929,-0.249344,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.195075,0.236011,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.0152654,0.442152,0	fb9	0,-1.58787,0	
19	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.194856,-0.247632,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.215024,0.234583,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.0348673,0.438182,0	fb9	0,-1.58787,0	
20	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.214782,-0.24592,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.234973,0.233156,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.0544687,0.434208,0	fb9	0,-1.58787,0	
21	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.234709,-0.244208,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.254922,0.231728,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.07407,0.430235,0	fb9	0,-1.58787,0	
22	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.254635,-0.242496,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.274871,0.230301,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.0936713,0.426261,0	fb9	0,-1.58787,0	
23	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.274562,-0.240784,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.29482,0.228874,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.113273,0.422288,0	fb9	0,-1.58787,0	
24	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.294488,-0.239071,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.314769,0.227446,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.132874,0.418315,0	fb9	0,-1.58787,0	
25	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.314415,-0.237359,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.334718,0.226019,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.152475,0.414341,0	fb9	0,-1.58787,0	
26	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.334342,-0.235647,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.354667,0.224592,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.172077,0.410368,0	fb9	0,-1.58787,0	
27	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.354268,-0.233935,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.374616,0.223164,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.191678,0.406395,0	fb9	0,-1.58787,0	
28	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.374195,-0.232223,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.394565,0.221737,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.211279,0.402421,0	fb9	0,-1.58787,0	
29	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.394121,-0.23051,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.414514,0.22031,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.230881,0.398448,0	fb9	0,-1.58787,0	
30	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.414048,-0.228798,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.434463,0.218882,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.250482,0.394474,0	fb9	0,-1.58787,0	
31	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.433974,-0.227086,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.454412,0.217455,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.270083,0.390501,0	fb9	0,-1.58787,0	
32	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.289685,0.386528,0	fb9	0,-1.58787,0	
33	fb0	0,-1.18174,0	fb1	0,-0.862697,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.309286,0.382554,0	fb9	0,-1.58787,0	
34	fb0	0,-1.18174,0	fb1	0.0141724,-0.856246,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.328887,0.378581,0	fb9	0,-1.58787,0	
35	fb0	0,-1.18174,0	fb1	0.0323648,-0.847937,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.348489,0.374607,0	fb9	0,-1.58787,0	
36	fb0	0,-1.18174,0	fb1	0.050556,-0.839626,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.358289,0.372621,0	fb9	0,-1.58787,0	
37	fb0	0,-1.18174,0	fb1	0.0687472,-0.831314,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.358289,0.372621,0	fb9	0,-1.58787,0	
38	fb0	0,-1.18174,0	fb1	0.0869384,-0.823003,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.358289,0.372621,0	fb9	0,-1.58787,0	
39	fb0	0,-1.18174,0	fb1	0.10513,-0.814692,0	fb2	0.438387,-0.226707,0	fb3	0,1.90104,0	fb4	0,-1.91378,0	fb5	0.457152,0.216567,0	fb6	0,1.04491,0	fb7	0,1.28836,0	fb8	0.358289,0.372621,0	fb9	0,-1.58787,0	
