fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
fb0	0,-1.77261,0	fb1	0,-1.29405,0	fb2	0,-1.57488,0	
